logging_scheme,logging_seed,propensity,assistance_observed
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,True
randomized,211,0.5,False
randomized,211,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,False
randomized,307,0.5,True
randomized,307,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,True
randomized,401,0.5,False
randomized,401,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,True
randomized,503,0.5,False
randomized,503,0.5,True
